z k ranker order qthresh algo qid qlen latency docs_scored postings_scored heap_pushes full_sorts partial_sorts bm_skips doc_decodes freq_decodes
counters 10 deepimpact bp QK block_max_wand 168216 4 54 226 492 226 227 990 554 182 63
counters 10 deepimpact bp QK block_max_wand 182539 3 864 3427 3613 3427 3428 28802 17155 3805 658
counters 10 deepimpact bp QK block_max_wand 183378 3 394 773 943 773 774 13797 13002 1111 88
counters 10 deepimpact bp QK block_max_wand 19335 3 749 2036 2315 2036 2037 26304 22461 1424 275
counters 10 deepimpact bp QK block_max_wand 207786 4 476 441 635 441 442 13720 12535 523 87
counters 10 deepimpact bp QK block_max_wand 264014 5 3953 1081 2141 1081 1082 123330 121758 3420 358
counters 10 deepimpact bp QK block_max_wand 359349 4 768 207 348 207 208 28260 27901 1251 66
counters 10 deepimpact bp QK block_max_wand 405717 4 564 476 705 476 477 17453 12769 2243 199
counters 10 deepimpact bp QK block_max_wand 443396 3 476 299 359 299 300 16030 14773 1238 66
counters 10 deepimpact bp QK block_max_wand 451602 5 4540 853 1385 853 854 134828 130956 24231 439
counters 10 deepimpact bp QK block_max_wand 47923 5 179 384 676 384 385 4417 3203 310 61
counters 10 deepimpact bp QK block_max_wand 489204 4 1431 2606 3775 2606 2607 40560 32594 3025 790
counters 10 deepimpact bp QK block_max_wand 490595 3 606 545 702 545 546 20884 18904 1277 104
counters 10 deepimpact bp QK block_max_wand 527433 4 126 394 603 394 395 3222 1400 375 81
counters 10 deepimpact bp QK block_max_wand 573724 4 1521 490 829 490 491 49978 48932 2102 312
counters 10 deepimpact bp QK block_max_wand 833860 5 5577 2165 3493 2165 2166 171517 167101 5488 692
counters 10 deepimpact bp QK block_max_wand 855410 3 6008 55493 58228 55493 55494 180610 156781 16705 3094
counters 10 deepimpact bp QK block_max_wand 87181 4 223 790 1252 790 791 5746 3927 512 190
counters 10 deepimpact bp QK block_max_wand 87452 3 383 1124 1453 1124 1125 11255 6857 1324 265
counters 10 deepimpact bp QK block_max_wand 915593 7 11635 7890 13103 7890 7891 303746 277641 31948 1974
counters 10 deepimpact bp QK block_max_wand 962179 4 1028 920 1266 920 921 28916 23542 1740 339
counters 10 deepimpact bp QK maxscore 1037798 3 1516 53368 77265 39520 0 0 0 11066 9335
counters 10 deepimpact bp QK maxscore 104861 4 584 55711 58868 15680 0 0 0 856 660
counters 10 deepimpact bp QK maxscore 1063750 4 17378 3176847 3224852 130271 0 0 0 28331 27720
counters 10 deepimpact bp QK maxscore 1103812 5 19218 2954611 3180780 23345 0 0 0 26376 25862
counters 10 deepimpact bp QK maxscore 1106007 2 43 2554 2845 1527 0 0 0 318 127
counters 10 deepimpact bp QK maxscore 1110199 4 641 102240 104111 228 0 0 0 1467 1021
counters 10 deepimpact bp QK maxscore 1112341 5 9191 1077103 1148109 1458 0 0 0 10242 9948
counters 10 deepimpact bp QK maxscore 1113437 4 923 86131 87873 185 0 0 0 1448 1213
counters 10 deepimpact bp QK maxscore 1114646 3 179 42781 42825 49 0 0 0 359 351
counters 10 deepimpact bp QK maxscore 1114819 5 1518 230238 234302 689 0 0 0 2759 2534
counters 10 deepimpact bp QK maxscore 1115776 4 106 15790 16013 242 0 0 0 242 218
counters 10 deepimpact bp QK maxscore 1117099 3 412 78498 79144 647 0 0 0 989 935
counters 10 deepimpact bp QK maxscore 1121402 5 7434 1382075 1437498 152 0 0 0 12190 11878
counters 10 deepimpact bp QK maxscore 1121709 3 1185 241852 243880 2684 0 0 0 3784 3342
counters 10 deepimpact bp QK maxscore 1124210 2 4 128 163 127 0 0 0 21 9
counters 10 deepimpact bp QK maxscore 1129237 5 2547 357661 371185 1337 0 0 0 3711 3486
counters 10 deepimpact bp QK maxscore 1133167 3 176 11022 12941 2591 0 0 0 957 552
counters 10 deepimpact bp QK maxscore 130510 3 116 11934 12660 1109 0 0 0 748 541
counters 10 deepimpact bp QK maxscore 131843 2 4 21 32 20 0 0 0 14 8
counters 10 deepimpact bp QK maxscore 146187 5 2092 232079 249617 8264 0 0 0 8089 5944
counters 10 deepimpact bp QK maxscore 148538 4 3900 729608 745794 13103 0 0 0 9942 9197
counters 10 deepimpact bp QK maxscore 156493 2 33 1444 1736 1392 0 0 0 310 101
counters 10 deepimpact bp QK maxscore 168216 4 103 13156 13616 221 0 0 0 196 171
counters 10 deepimpact bp QK maxscore 182539 3 2884 382531 390956 73370 0 0 0 4995 4771
counters 10 deepimpact bp QK maxscore 183378 3 403 62284 64363 3797 0 0 0 1231 975
counters 10 deepimpact bp QK maxscore 19335 3 894 102641 106845 16263 0 0 0 2952 2048
counters 10 deepimpact bp QK maxscore 207786 4 594 64588 66252 1513 0 0 0 766 693
counters 10 deepimpact bp QK maxscore 264014 5 2525 366395 389076 2595 0 0 0 4975 4143
counters 10 deepimpact bp QK maxscore 359349 4 648 140300 140717 467 0 0 0 1345 1232
counters 10 deepimpact bp QK maxscore 405717 4 3325 412002 413773 98528 0 0 0 3878 3591
counters 10 deepimpact bp QK maxscore 443396 3 410 83316 83763 981 0 0 0 1209 911
counters 10 deepimpact bp QK maxscore 451602 5 36538 4271978 4299526 2766 0 0 0 34447 34031
counters 10 deepimpact bp QK maxscore 47923 5 82 8740 9565 636 0 0 0 221 121
counters 10 deepimpact bp QK maxscore 489204 4 2507 239096 254236 10142 0 0 0 3845 2977
counters 10 deepimpact bp QK maxscore 490595 3 409 70833 71442 1747 0 0 0 1531 847
counters 10 deepimpact bp QK maxscore 527433 4 87 7955 9470 1725 0 0 0 242 134
counters 10 deepimpact bp QK maxscore 573724 4 1055 197882 199671 366 0 0 0 2344 2119
counters 10 deepimpact bp QK maxscore 833860 5 4033 541360 575678 727 0 0 0 7099 6169
counters 10 deepimpact bp QK maxscore 855410 3 13189 1789024 1943115 187111 0 0 0 39515 37697
counters 10 deepimpact bp QK maxscore 87181 4 275 26551 28281 5102 0 0 0 835 540
counters 10 deepimpact bp QK maxscore 87452 3 559 78394 79510 8843 0 0 0 1475 972
counters 10 deepimpact bp QK maxscore 915593 7 23154 3750967 3866605 1921 0 0 0 31362 31185
counters 10 deepimpact bp QK maxscore 962179 4 621 66946 69202 3424 0 0 0 2349 1452
counters 10 original random Oracle wand 1037798 3 230 71 160 71 72 19039 0 388 129
counters 10 original random Oracle wand 104861 4 1293 749 2268 749 750 65993 0 2555 1157
counters 10 original random Oracle wand 1063750 5 1381 121 318 121 122 101738 0 2400 237
counters 10 original random Oracle wand 1103812 5 2138 634 1795 634 635 125440 0 8471 1039
counters 10 original random Oracle wand 1106007 2 83 42 84 42 43 4848 0 800 59
counters 10 original random Oracle wand 1110199 4 269 189 402 189 190 14934 0 549 129
counters 10 original random Oracle wand 1112341 5 4789 1636 4619 1636 1637 231543 0 9876 3077
counters 10 original random Oracle wand 1113437 4 1218 1101 2278 1101 1102 75646 0 3450 1066
counters 10 original random Oracle wand 1114646 3 9 59 63 59 60 118 0 112 5
counters 10 original random Oracle wand 1114819 5 2013 565 1743 565 566 115317 0 3996 920
counters 10 original random Oracle wand 1115776 4 122 45 91 45 46 6207 0 723 55
counters 10 original random Oracle wand 1117099 3 967 1071 2149 1071 1072 43147 0 5660 1100
counters 10 original random Oracle wand 1121402 5 212 38 96 38 39 8275 0 1562 47
counters 10 original random Oracle wand 1121709 3 2659 4856 9931 4856 4857 182223 0 6019 2943
counters 10 original random Oracle wand 1124210 2 9 131 154 131 132 131 0 129 24
counters 10 original random Oracle wand 1129237 5 3762 850 2606 850 851 176022 0 6630 1684
counters 10 original random Oracle wand 1133167 3 148 232 465 232 233 7704 0 1128 223
counters 10 original random Oracle wand 130510 3 12 47 95 47 48 389 0 129 42
counters 10 original random Oracle wand 131843 2 2 24 27 24 25 24 0 25 4
counters 10 original random Oracle wand 146187 5 92 19 60 19 20 1963 0 1110 32
counters 10 original random Oracle wand 148538 4 296 149 481 149 150 7317 0 3052 251
counters 10 original random Oracle wand 156493 3 171 337 700 337 338 3821 0 1939 352
counters 10 original random Oracle wand 168216 5 30 90 345 90 91 506 0 291 132
counters 10 original random Oracle wand 182539 3 55 87 180 87 88 1124 0 725 96
counters 10 original random Oracle wand 183378 3 366 729 1458 729 730 27228 0 1756 683
counters 10 original random Oracle wand 19335 3 168 142 285 142 143 5539 0 1606 154
counters 10 original random Oracle wand 207786 5 2065 245 646 245 246 123890 0 7363 435
counters 10 original random Oracle wand 264014 5 1779 255 893 255 256 112383 0 5707 684
counters 10 original random Oracle wand 359349 4 9 21 45 21 22 114 0 69 11
counters 10 original random Oracle wand 405717 4 32 94 285 94 95 602 0 365 144
counters 10 original random Oracle wand 443396 3 255 65 130 65 66 8486 0 2385 84
counters 10 original random Oracle wand 451602 4 754 682 1380 682 683 43986 0 1385 378
counters 10 original random Oracle wand 47923 5 204 40 146 40 41 8684 0 1313 82
counters 10 original random Oracle wand 489204 4 781 1142 3471 1142 1143 23677 0 5633 1855
counters 10 original random Oracle wand 490595 3 78 173 349 173 174 1626 0 914 159
counters 10 original random Oracle wand 527433 5 244 201 636 201 202 7294 0 2238 295
counters 10 original random Oracle wand 573724 4 4315 745 2250 745 746 225497 0 7203 1795
counters 10 original random Oracle wand 833860 5 3261 464 1298 464 465 212292 0 8502 915
counters 10 original random Oracle wand 855410 3 10449 107871 215739 107871 107872 736655 0 16454 16453
counters 10 original random Oracle wand 87181 4 66 170 576 170 171 2356 0 533 257
counters 10 original random Oracle wand 87452 3 484 982 1977 982 983 20453 0 3455 936
counters 10 original random Oracle wand 915593 8 469 190 799 190 191 12617 0 2511 414
counters 10 original random Oracle wand 962179 4 208 439 938 439 440 4784 0 1927 278
counters 10 original random Oracle block_max_wand 1037798 3 420 71 108 71 72 19399 0 460 93
counters 10 original random Oracle block_max_wand 104861 4 599 99 172 99 100 24405 24046 601 144
counters 10 original random Oracle block_max_wand 1063750 5 3135 68 109 68 69 115530 16381 4943 56
counters 10 original random Oracle block_max_wand 1103812 5 2722 253 379 253 254 85358 20376 6101 224
counters 10 original random Oracle block_max_wand 1106007 2 116 42 76 42 43 4848 0 800 51
counters 10 original random Oracle block_max_wand 1110199 4 514 183 280 183 184 15893 174 851 93
counters 10 original random Oracle block_max_wand 1112341 5 3882 476 639 476 477 143331 65439 7517 384
counters 10 original random Oracle block_max_wand 1113437 4 1979 173 246 173 174 84919 20497 4184 153
counters 10 original random Oracle block_max_wand 1114646 3 17 59 62 59 60 118 0 112 4
counters 10 original random Oracle block_max_wand 1114819 5 1458 48 102 48 49 40838 29715 2444 92
counters 10 original random Oracle block_max_wand 1115776 4 157 23 43 23 24 5573 590 146 30
counters 10 original random Oracle block_max_wand 1117099 3 668 240 272 240 241 28707 14043 1889 136
counters 10 original random Oracle block_max_wand 1121402 5 258 33 64 33 34 5052 3191 632 32
counters 10 original random Oracle block_max_wand 1121709 3 3605 229 458 229 230 195644 91410 6936 427
counters 10 original random Oracle block_max_wand 1124210 2 15 123 136 123 124 139 8 129 15
counters 10 original random Oracle block_max_wand 1129237 5 4302 299 461 299 300 150238 50023 6096 346
counters 10 original random Oracle block_max_wand 1133167 3 294 205 231 205 206 8727 244 1600 62
counters 10 original random Oracle block_max_wand 130510 3 18 47 64 47 48 389 0 129 17
counters 10 original random Oracle block_max_wand 131843 2 5 24 27 24 25 24 0 25 4
counters 10 original random Oracle block_max_wand 146187 5 84 16 48 16 17 1345 540 614 23
counters 10 original random Oracle block_max_wand 148538 4 377 114 200 114 115 7449 773 2832 105
counters 10 original random Oracle block_max_wand 156493 3 117 125 168 125 126 2811 1247 939 53
counters 10 original random Oracle block_max_wand 168216 5 54 90 239 90 91 726 18 310 70
counters 10 original random Oracle block_max_wand 182539 3 63 77 106 77 78 1016 133 621 33
counters 10 original random Oracle block_max_wand 183378 3 218 84 106 84 85 8219 4776 792 67
counters 10 original random Oracle block_max_wand 19335 3 221 142 168 142 143 5538 1 1606 41
counters 10 original random Oracle block_max_wand 207786 5 2571 84 139 84 85 82393 20555 4389 105
counters 10 original random Oracle block_max_wand 264014 5 1248 151 237 151 152 33198 22824 2972 198
counters 10 original random Oracle block_max_wand 359349 4 19 21 39 21 22 97 16 52 9
counters 10 original random Oracle block_max_wand 405717 4 58 94 149 94 95 1312 23 364 51
counters 10 original random Oracle block_max_wand 443396 3 334 65 82 65 66 8457 35 2374 37
counters 10 original random Oracle block_max_wand 451602 4 1220 218 272 218 219 51436 3800 1941 112
counters 10 original random Oracle block_max_wand 47923 5 379 32 89 32 33 11409 496 1402 56
counters 10 original random Oracle block_max_wand 489204 4 689 333 416 333 334 17185 6520 3449 142
counters 10 original random Oracle block_max_wand 490595 3 78 172 201 172 173 1385 269 726 34
counters 10 original random Oracle block_max_wand 527433 5 476 93 160 93 94 8268 945 2947 85
counters 10 original random Oracle block_max_wand 573724 4 2766 176 239 176 177 123146 61419 4098 222
counters 10 original random Oracle block_max_wand 833860 5 3153 115 162 115 116 98481 32284 5764 137
counters 10 original random Oracle block_max_wand 855410 3 1760 2590 2633 2590 2591 68618 50334 5116 901
counters 10 original random Oracle block_max_wand 87181 4 116 123 220 123 124 2400 446 640 83
counters 10 original random Oracle block_max_wand 87452 3 291 103 159 103 104 13245 6661 510 105
counters 10 original random Oracle block_max_wand 915593 8 386 121 265 121 122 3118 766 1838 83
counters 10 original random Oracle block_max_wand 962179 4 266 197 251 197 198 4401 1295 1851 61
counters 10 original random Oracle maxscore 1037798 3 194 15621 15708 61 0 0 0 372 199
counters 10 original random Oracle maxscore 104861 4 302 39611 39969 56 0 0 0 559 409
counters 10 original random Oracle maxscore 1063750 5 1174 90532 94500 24 0 0 0 2265 1529
counters 10 original random Oracle maxscore 1103812 5 1003 57876 59676 62 0 0 0 4082 1590
counters 10 original random Oracle maxscore 1106007 2 76 2499 2539 2438 0 0 0 798 61
counters 10 original random Oracle maxscore 1110199 4 150 8908 9112 122 0 0 0 416 121
counters 10 original random Oracle maxscore 1112341 5 1471 83943 88819 529 0 0 0 5832 2848
counters 10 original random Oracle maxscore 1113437 4 731 51981 53028 523 0 0 0 1641 970
counters 10 original random Oracle maxscore 1114646 3 8 60 62 51 0 0 0 105 4
counters 10 original random Oracle maxscore 1114819 5 707 61891 63126 95 0 0 0 1597 908
counters 10 original random Oracle maxscore 1115776 4 50 3513 3537 25 0 0 0 137 48
counters 10 original random Oracle maxscore 1117099 3 300 15414 15692 250 0 0 0 1777 373
counters 10 original random Oracle maxscore 1121402 5 56 4001 4052 19 0 0 0 452 49
counters 10 original random Oracle maxscore 1121709 3 1691 114436 119413 3266 0 0 0 5162 2858
counters 10 original random Oracle maxscore 1124210 2 8 132 146 100 0 0 0 100 17
counters 10 original random Oracle maxscore 1129237 5 1401 80934 88950 210 0 0 0 3527 2099
counters 10 original random Oracle maxscore 1133167 3 103 3783 4013 155 0 0 0 886 221
counters 10 original random Oracle maxscore 130510 3 10 197 244 43 0 0 0 122 42
counters 10 original random Oracle maxscore 131843 2 2 25 27 24 0 0 0 25 4
counters 10 original random Oracle maxscore 146187 5 26 656 780 15 0 0 0 339 106
counters 10 original random Oracle maxscore 148538 4 74 2074 3324 71 0 0 0 702 147
counters 10 original random Oracle maxscore 156493 3 62 1398 1558 101 0 0 0 839 160
counters 10 original random Oracle maxscore 168216 5 17 352 593 23 0 0 0 175 80
counters 10 original random Oracle maxscore 182539 3 27 406 474 64 0 0 0 415 72
counters 10 original random Oracle maxscore 183378 3 124 14859 14912 917 0 0 0 830 163
counters 10 original random Oracle maxscore 19335 3 81 1919 1977 453 0 0 0 857 71
counters 10 original random Oracle maxscore 207786 5 1044 62583 64099 73 0 0 0 3001 1470
counters 10 original random Oracle maxscore 264014 5 511 55574 56363 89 0 0 0 2372 954
counters 10 original random Oracle maxscore 359349 4 7 39 60 18 0 0 0 52 9
counters 10 original random Oracle maxscore 405717 4 21 194 412 92 0 0 0 287 158
counters 10 original random Oracle maxscore 443396 3 137 2889 2929 765 0 0 0 1644 62
counters 10 original random Oracle maxscore 451602 4 428 28376 29100 595 0 0 0 1088 548
counters 10 original random Oracle maxscore 47923 5 65 3975 4377 25 0 0 0 171 120
counters 10 original random Oracle maxscore 489204 4 292 7530 9881 57 0 0 0 2690 1220
counters 10 original random Oracle maxscore 490595 3 39 603 775 170 0 0 0 571 156
counters 10 original random Oracle maxscore 527433 5 64 2815 3704 40 0 0 0 373 163
counters 10 original random Oracle maxscore 573724 4 1247 92071 94338 181 0 0 0 3144 1864
counters 10 original random Oracle maxscore 833860 5 1863 126274 128408 24 0 0 0 3437 2196
counters 10 original random Oracle maxscore 855410 3 2429 543263 543604 2863 0 0 0 6808 4580
counters 10 original random Oracle maxscore 87181 4 20 1222 1498 36 0 0 0 162 103
counters 10 original random Oracle maxscore 87452 3 118 7599 7714 94 0 0 0 493 163
counters 10 original random Oracle maxscore 915593 8 105 948 1550 24 0 0 0 1172 327
counters 10 original random Oracle maxscore 962179 4 74 1572 2035 133 0 0 0 810 243
counters 10 doct5query random Oracle wand 1037798 3 305 133 381 133 134 25475 0 610 300
counters 10 doct5query random Oracle wand 104861 4 409 230 731 230 231 28489 0 1082 508
counters 10 doct5query random Oracle wand 1063750 5 505 491 2455 491 492 17549 0 3938 1913
counters 10 doct5query random Oracle wand 1103812 5 350 384 1450 384 385 12378 0 2443 988
counters 10 doct5query random Oracle wand 1106007 2 164 507 1014 507 508 4624 0 2141 509
counters 10 doct5query random Oracle wand 1110199 4 260 54 214 54 55 12573 0 2128 184
counters 10 doct5query random Oracle wand 1112341 5 387 111 348 111 112 11443 0 3159 264
counters 10 doct5query random Oracle wand 1113437 4 268 57 172 57 58 9554 0 1814 138
counters 10 doct5query random Oracle wand 1114646 3 26 62 146 62 63 124 0 122 85
counters 10 doct5query random Oracle wand 1114819 5 800 471 1893 471 472 39108 0 3259 1311
counters 10 doct5query random Oracle wand 1115776 4 52 17 52 17 18 2186 0 166 41
counters 10 doct5query random Oracle wand 1117099 3 429 350 1049 350 351 30956 0 2159 785
counters 10 doct5query random Oracle wand 1121402 5 78 17 73 17 18 2932 0 339 63
