z k ranker order qthresh algo qid qlen latency docs_scored postings_scored heap_pushes full_sorts partial_sorts bm_skips doc_decodes freq_decodes
counters 10 doct5query random Oracle block_max_wand 87452 3 1144 51 94 51 52 52402 3 4319 85
counters 10 doct5query random Oracle block_max_wand 915593 8 525 79 257 79 80 3032 12 1457 162
counters 10 doct5query random Oracle block_max_wand 962179 4 439 52 113 52 53 9806 53 2290 78
counters 10 doct5query random Oracle maxscore 1037798 3 170 18099 18156 15 0 0 0 491 196
counters 10 doct5query random Oracle maxscore 104861 4 295 23484 24004 46 0 0 0 594 481
counters 10 doct5query random Oracle maxscore 1063750 5 73 8115 8270 12 0 0 0 478 214
counters 10 doct5query random Oracle maxscore 1103812 5 130 5466 5999 13 0 0 0 778 429
counters 10 doct5query random Oracle maxscore 1106007 2 29 2573 2667 230 0 0 0 244 115
counters 10 doct5query random Oracle maxscore 1110199 4 117 5839 6513 10 0 0 0 403 262
counters 10 doct5query random Oracle maxscore 1112341 5 224 3760 3858 10 0 0 0 2409 127
counters 10 doct5query random Oracle maxscore 1113437 4 144 3263 3322 10 0 0 0 1383 85
counters 10 doct5query random Oracle maxscore 1114646 3 19 63 85 11 0 0 0 51 24
counters 10 doct5query random Oracle maxscore 1114819 5 287 16769 17726 12 0 0 0 1072 602
counters 10 doct5query random Oracle maxscore 1115776 4 28 797 819 10 0 0 0 140 30
counters 10 doct5query random Oracle maxscore 1117099 3 216 16707 16794 12 0 0 0 1595 217
counters 10 doct5query random Oracle maxscore 1121402 5 44 1971 2031 10 0 0 0 107 59
counters 10 doct5query random Oracle maxscore 1121709 3 567 142800 142827 10 0 0 0 1543 1144
counters 10 doct5query random Oracle maxscore 1124210 2 5 132 151 45 0 0 0 48 22
counters 10 doct5query random Oracle maxscore 1129237 5 463 26147 28370 10 0 0 0 1811 913
counters 10 doct5query random Oracle maxscore 1133167 3 66 4931 5140 26 0 0 0 631 233
counters 10 doct5query random Oracle maxscore 130510 3 9 277 326 25 0 0 0 83 52
counters 10 doct5query random Oracle maxscore 131843 2 4 25 33 14 0 0 0 16 10
counters 10 doct5query random Oracle maxscore 146187 5 10 30 75 11 0 0 0 53 39
counters 10 doct5query random Oracle maxscore 148538 4 25 2233 2377 10 0 0 0 160 117
counters 10 doct5query random Oracle maxscore 156493 3 56 1449 1634 15 0 0 0 606 193
counters 10 doct5query random Oracle maxscore 168216 5 17 138 233 10 0 0 0 49 35
counters 10 doct5query random Oracle maxscore 182539 3 12 444 481 19 0 0 0 122 42
counters 10 doct5query random Oracle maxscore 183378 3 14 529 577 14 0 0 0 158 52
counters 10 doct5query random Oracle maxscore 19335 3 74 3574 3649 18 0 0 0 732 101
counters 10 doct5query random Oracle maxscore 207786 5 151 7555 7756 10 0 0 0 782 244
counters 10 doct5query random Oracle maxscore 264014 5 136 6712 6960 10 0 0 0 768 274
counters 10 doct5query random Oracle maxscore 359349 4 15 40 74 12 0 0 0 41 28
counters 10 doct5query random Oracle maxscore 405717 4 19 256 419 72 0 0 0 236 130
counters 10 doct5query random Oracle maxscore 443396 3 117 6322 6424 47 0 0 0 1206 150
counters 10 doct5query random Oracle maxscore 451602 4 170 8133 8427 87 0 0 0 913 309
counters 10 doct5query random Oracle maxscore 47923 5 22 1557 1658 13 0 0 0 110 80
counters 10 doct5query random Oracle maxscore 489204 4 261 8553 10180 15 0 0 0 2590 1200
counters 10 doct5query random Oracle maxscore 490595 3 39 2258 2408 100 0 0 0 402 160
counters 10 doct5query random Oracle maxscore 527433 5 18 279 324 11 0 0 0 121 44
counters 10 doct5query random Oracle maxscore 573724 4 781 107705 108465 11 0 0 0 3124 1487
counters 10 doct5query random Oracle maxscore 833860 5 266 12712 13018 10 0 0 0 1857 381
counters 10 doct5query random Oracle maxscore 855410 3 23 129 145 16 0 0 0 15 13
counters 10 doct5query random Oracle maxscore 87181 4 18 1404 1532 20 0 0 0 120 103
counters 10 doct5query random Oracle maxscore 87452 3 138 8564 8680 58 0 0 0 685 179
counters 10 doct5query random Oracle maxscore 915593 8 78 655 1151 10 0 0 0 443 299
counters 10 doct5query random Oracle maxscore 962179 4 51 1940 2259 11 0 0 0 531 263
counters 10 deepimpact random Oracle wand 1037798 3 2756 35522 71141 35522 35523 70103 0 20234 17943
counters 10 deepimpact random Oracle wand 104861 4 997 2125 4885 2125 2126 43443 0 2454 1032
counters 10 deepimpact random Oracle wand 1063750 4 6716 37338 80647 37338 37339 256797 0 30456 23526
counters 10 deepimpact random Oracle wand 1103812 5 7840 34326 82922 34326 34327 321325 0 25460 22201
counters 10 deepimpact random Oracle wand 1106007 2 165 441 882 441 442 4652 0 2097 441
counters 10 deepimpact random Oracle wand 1110199 4 1026 2116 5317 2116 2117 53003 0 4640 2055
counters 10 deepimpact random Oracle wand 1112341 5 15197 70147 184354 70147 70148 620285 0 40735 34668
counters 10 deepimpact random Oracle wand 1113437 4 1658 3784 9405 3784 3785 93082 0 6126 4624
counters 10 deepimpact random Oracle wand 1114646 3 18 62 113 62 63 124 0 121 52
counters 10 deepimpact random Oracle wand 1114819 5 3887 4695 14475 4695 4696 173830 0 9191 7039
counters 10 deepimpact random Oracle wand 1115776 4 1231 9039 18095 9039 9040 22480 0 13029 8154
counters 10 deepimpact random Oracle wand 1117099 3 4059 45169 90406 45169 45170 110302 0 32828 26564
counters 10 deepimpact random Oracle wand 1121402 5 8287 49610 148576 49610 49611 238500 0 61415 51658
counters 10 deepimpact random Oracle wand 1121709 3 14 16 42 16 17 94 0 66 27
counters 10 deepimpact random Oracle wand 1124210 2 10 127 163 127 128 127 0 125 36
counters 10 deepimpact random Oracle wand 1129237 5 9634 13529 40924 13529 13530 388844 0 25857 14809
counters 10 deepimpact random Oracle wand 1133167 3 213 443 1128 443 444 9530 0 1667 651
counters 10 deepimpact random Oracle wand 130510 3 707 5059 10151 5059 5060 18702 0 7727 4224
counters 10 deepimpact random Oracle wand 131843 2 5 20 32 20 21 20 0 23 13
counters 10 deepimpact random Oracle wand 146187 5 2729 12689 38117 12689 12690 103431 0 20039 16340
counters 10 deepimpact random Oracle wand 148538 4 1416 4613 14454 4613 4614 40158 0 13830 7814
counters 10 deepimpact random Oracle wand 156493 2 76 296 592 296 297 2563 0 974 283
counters 10 deepimpact random Oracle wand 168216 4 38 198 671 198 199 783 0 354 253
counters 10 deepimpact random Oracle wand 182539 3 4950 32690 65394 32690 32691 367861 0 6013 6013
counters 10 deepimpact random Oracle wand 183378 3 2249 45577 91237 45577 45578 76230 0 12441 12234
counters 10 deepimpact random Oracle wand 19335 3 2915 29140 58305 29140 29141 166153 0 12817 11791
counters 10 deepimpact random Oracle wand 207786 4 742 3117 6643 3117 3118 17222 0 6534 3248
counters 10 deepimpact random Oracle wand 264014 5 14221 81492 248709 81492 81493 611293 0 43882 42698
counters 10 deepimpact random Oracle wand 359349 4 109 178 537 178 179 2046 0 1158 343
counters 10 deepimpact random Oracle wand 405717 4 406 170 507 170 171 27431 0 1974 278
counters 10 deepimpact random Oracle wand 443396 3 2571 25087 50178 25087 25088 134888 0 12656 11246
counters 10 deepimpact random Oracle wand 451602 5 6747 32823 72127 32823 32824 171961 0 41638 26630
counters 10 deepimpact random Oracle wand 47923 5 382 211 663 211 212 12653 0 2004 243
counters 10 deepimpact random Oracle wand 489204 4 4543 11335 33131 11335 11336 284737 0 8423 7999
counters 10 deepimpact random Oracle wand 490595 3 253 513 1056 513 514 6075 0 2734 535
counters 10 deepimpact random Oracle wand 527433 4 183 1450 3094 1450 1451 5028 0 1333 282
counters 10 deepimpact random Oracle wand 573724 4 2715 5351 16182 5351 5352 163857 0 11524 7835
counters 10 deepimpact random Oracle wand 833860 5 23047 160585 446729 160585 160586 879896 0 50132 48930
counters 10 deepimpact random Oracle wand 855410 3 45235 1789023 3088444 1789023 1789024 1166612 0 50323 50323
counters 10 deepimpact random Oracle wand 87181 4 411 728 2320 728 729 13789 0 3129 1216
counters 10 deepimpact random Oracle wand 87452 3 1740 1877 3775 1877 1878 138652 0 5315 1905
counters 10 deepimpact random Oracle wand 915593 7 16055 21148 85490 21148 21149 673066 0 52848 37939
counters 10 deepimpact random Oracle wand 962179 4 1327 2306 6967 2306 2307 82870 0 4068 3511
counters 10 deepimpact random Oracle block_max_wand 1037798 3 1137 131 228 131 132 44700 44479 596 175
counters 10 deepimpact random Oracle block_max_wand 104861 4 1988 595 846 595 596 65903 16621 3571 425
counters 10 deepimpact random Oracle block_max_wand 1063750 4 3982 362 647 362 363 114344 108503 25962 464
counters 10 deepimpact random Oracle block_max_wand 1103812 5 6449 709 1027 709 710 181164 158522 24896 821
counters 10 deepimpact random Oracle block_max_wand 1106007 2 149 254 287 254 255 3718 1002 1262 52
counters 10 deepimpact random Oracle block_max_wand 1110199 4 969 673 767 673 674 28401 26134 2089 240
counters 10 deepimpact random Oracle block_max_wand 1112341 5 13711 1739 2112 1739 1740 462679 424861 11843 1771
counters 10 deepimpact random Oracle block_max_wand 1113437 4 1950 449 519 449 450 68053 56810 2005 237
counters 10 deepimpact random Oracle block_max_wand 1114646 3 74 62 89 62 63 124 0 121 28
counters 10 deepimpact random Oracle block_max_wand 1114819 5 2924 145 249 145 146 90499 90049 1240 205
counters 10 deepimpact random Oracle block_max_wand 1115776 4 419 32 65 32 33 15216 15180 160 44
counters 10 deepimpact random Oracle block_max_wand 1117099 3 1526 89 152 89 90 62128 62039 704 139
counters 10 deepimpact random Oracle block_max_wand 1121402 5 2260 37 77 37 38 81807 81719 943 42
counters 10 deepimpact random Oracle block_max_wand 1121709 3 72 14 37 14 15 102 3 69 24
counters 10 deepimpact random Oracle block_max_wand 1124210 2 19 121 144 121 122 133 6 125 24
counters 10 deepimpact random Oracle block_max_wand 1129237 5 6320 522 812 522 523 209348 205763 4419 603
counters 10 deepimpact random Oracle block_max_wand 1133167 3 537 301 460 301 302 11249 1245 3338 202
counters 10 deepimpact random Oracle block_max_wand 130510 3 232 56 109 56 57 10422 10366 152 67
counters 10 deepimpact random Oracle block_max_wand 131843 2 22 20 30 20 21 20 0 23 11
counters 10 deepimpact random Oracle block_max_wand 146187 5 1028 42 91 42 43 36809 36577 639 64
counters 10 deepimpact random Oracle block_max_wand 148538 4 737 605 977 605 606 19407 17279 2116 246
counters 10 deepimpact random Oracle block_max_wand 156493 2 95 296 386 296 297 2562 1 974 102
counters 10 deepimpact random Oracle block_max_wand 168216 4 70 110 300 110 111 1835 1580 196 84
counters 10 deepimpact random Oracle block_max_wand 182539 3 555 45 77 45 46 19149 19050 3062 38
counters 10 deepimpact random Oracle block_max_wand 183378 3 772 148 278 148 149 32659 32013 1341 135
counters 10 deepimpact random Oracle block_max_wand 19335 3 931 425 490 425 426 38889 37772 1431 99
counters 10 deepimpact random Oracle block_max_wand 207786 4 667 74 126 74 75 22131 17648 765 85
counters 10 deepimpact random Oracle block_max_wand 264014 5 6023 278 581 278 279 207872 207050 3607 475
counters 10 deepimpact random Oracle block_max_wand 359349 4 100 21 61 21 22 1013 971 54 30
counters 10 deepimpact random Oracle block_max_wand 405717 4 299 109 219 109 110 10005 8387 580 94
counters 10 deepimpact random Oracle block_max_wand 443396 3 903 185 244 185 186 36966 35265 1553 68
counters 10 deepimpact random Oracle block_max_wand 451602 5 4895 492 741 492 493 117678 99511 21556 383
counters 10 deepimpact random Oracle block_max_wand 47923 5 329 148 249 148 149 8948 7965 435 89
counters 10 deepimpact random Oracle block_max_wand 489204 4 1903 2363 3475 2363 2364 49459 34998 6455 1504
counters 10 deepimpact random Oracle block_max_wand 490595 3 173 146 201 146 147 4461 2046 1005 72
counters 10 deepimpact random Oracle block_max_wand 527433 4 259 199 302 199 200 6219 2347 2022 114
counters 10 deepimpact random Oracle block_max_wand 573724 4 1879 131 245 131 132 71126 70756 1174 174
counters 10 deepimpact random Oracle block_max_wand 833860 5 9533 519 710 519 520 339368 337232 6139 602
counters 10 deepimpact random Oracle block_max_wand 855410 3 4491 4694 4803 4694 4695 163413 159167 14570 597
counters 10 deepimpact random Oracle block_max_wand 87181 4 207 156 365 156 157 5821 5421 431 140
counters 10 deepimpact random Oracle block_max_wand 87452 3 870 603 675 603 604 30094 24390 2474 239
counters 10 deepimpact random Oracle block_max_wand 915593 7 13858 171 468 171 172 415228 414483 30421 289
counters 10 deepimpact random Oracle block_max_wand 962179 4 1256 53 139 53 54 46691 46157 915 104
counters 10 deepimpact random Oracle maxscore 1037798 3 1298 53368 59560 11925 0 0 0 9642 5740
counters 10 deepimpact random Oracle maxscore 104861 4 522 50179 52777 318 0 0 0 813 623
counters 10 deepimpact random Oracle maxscore 1063750 4 32241 3114551 3138238 269 0 0 0 25425 25344
counters 10 deepimpact random Oracle maxscore 1103812 5 13696 2786294 2818019 149 0 0 0 25785 24533
counters 10 deepimpact random Oracle maxscore 1106007 2 89 2554 2772 982 0 0 0 928 237
counters 10 deepimpact random Oracle maxscore 1110199 4 391 28469 29935 26 0 0 0 2337 494
counters 10 deepimpact random Oracle maxscore 1112341 5 10460 1013544 1070636 124 0 0 0 9399 9361
counters 10 deepimpact random Oracle maxscore 1113437 4 1131 86106 87803 141 0 0 0 1519 1405
counters 10 deepimpact random Oracle maxscore 1114646 3 15 63 99 31 0 0 0 90 38
counters 10 deepimpact random Oracle maxscore 1114819 5 849 102993 104496 70 0 0 0 1315 1213
counters 10 deepimpact random Oracle maxscore 1115776 4 119 15790 15882 79 0 0 0 205 193
counters 10 deepimpact random Oracle maxscore 1117099 3 430 78498 78627 50 0 0 0 665 655
counters 10 deepimpact random Oracle maxscore 1121402 5 572 108826 109128 22 0 0 0 1349 1048
counters 10 deepimpact random Oracle maxscore 1121709 3 13 48 73 14 0 0 0 64 27
counters 10 deepimpact random Oracle maxscore 1124210 2 11 128 163 127 0 0 0 125 36
counters 10 deepimpact random Oracle maxscore 1129237 5 2285 306740 311917 40 0 0 0 4053 3048
counters 10 deepimpact random Oracle maxscore 1133167 3 168 4906 5483 238 0 0 0 1440 544
counters 10 deepimpact random Oracle maxscore 130510 3 62 11934 12033 72 0 0 0 168 139
counters 10 deepimpact random Oracle maxscore 131843 2 4 21 32 20 0 0 0 22 13
counters 10 deepimpact random Oracle maxscore 146187 5 709 52754 55681 32 0 0 0 5922 2841
counters 10 deepimpact random Oracle maxscore 148538 4 373 19458 22305 308 0 0 0 3504 1565
counters 10 deepimpact random Oracle maxscore 156493 2 80 1444 1725 1330 0 0 0 921 271
counters 10 deepimpact random Oracle maxscore 168216 4 74 13156 13536 86 0 0 0 194 167
counters 10 deepimpact random Oracle maxscore 182539 3 1557 382530 382580 56 0 0 0 3047 3021
counters 10 deepimpact random Oracle maxscore 183378 3 357 62284 62850 1091 0 0 0 1526 950
counters 10 deepimpact random Oracle maxscore 19335 3 540 102641 103449 1140 0 0 0 1896 1551
counters 10 deepimpact random Oracle maxscore 207786 4 548 64450 65052 145 0 0 0 662 567
counters 10 deepimpact random Oracle maxscore 264014 5 2677 351101 366933 130 0 0 0 7723 4870
counters 10 deepimpact random Oracle maxscore 359349 4 60 995 1185 21 0 0 0 667 176
counters 10 deepimpact random Oracle maxscore 405717 4 417 14656 16078 50 0 0 0 3739 1228
counters 10 deepimpact random Oracle maxscore 443396 3 406 83316 83530 590 0 0 0 1231 858
counters 10 deepimpact random Oracle maxscore 451602 5 45113 4265367 4289611 650 0 0 0 34274 33853
counters 10 deepimpact random Oracle maxscore 47923 5 94 8694 9267 70 0 0 0 190 135
counters 10 deepimpact random Oracle maxscore 489204 4 3168 215776 228487 738 0 0 0 4543 4394
counters 10 deepimpact random Oracle maxscore 490595 3 88 2218 2466 220 0 0 0 921 246
counters 10 deepimpact random Oracle maxscore 527433 4 79 2983 4342 430 0 0 0 508 175
counters 10 deepimpact random Oracle maxscore 573724 4 467 103333 103751 47 0 0 0 1031 978
counters 10 deepimpact random Oracle maxscore 833860 5 4731 526870 548724 49 0 0 0 11749 8991
counters 10 deepimpact random Oracle maxscore 855410 3 11739 1789024 1865771 92656 0 0 0 47492 46084
counters 10 deepimpact random Oracle maxscore 87181 4 72 6162 6650 86 0 0 0 535 310
counters 10 deepimpact random Oracle maxscore 87452 3 644 78394 79146 5013 0 0 0 3707 1159
counters 10 deepimpact random Oracle maxscore 915593 7 19580 3735594 3801407 33 0 0 0 30216 29854
counters 10 deepimpact random Oracle maxscore 962179 4 310 61716 62242 36 0 0 0 868 564
counters 10 original bp Oracle wand 1037798 3 86 71 160 71 72 5509 0 374 84
counters 10 original bp Oracle wand 104861 4 484 749 2268 749 750 24121 0 1122 481
counters 10 original bp Oracle wand 1063750 5 572 121 318 121 122 36075 0 1695 135
counters 10 original bp Oracle wand 1103812 5 1128 634 1795 634 635 55610 0 3993 606
counters 10 original bp Oracle wand 1106007 2 22 42 84 42 43 1592 0 196 36
counters 10 original bp Oracle wand 1110199 4 92 189 402 189 190 4393 0 255 93
counters 10 original bp Oracle wand 1112341 5 2526 1636 4619 1636 1637 103865 0 7696 2122
counters 10 original bp Oracle wand 1113437 4 686 1101 2278 1101 1102 35712 0 2228 803
counters 10 original bp Oracle wand 1114646 3 4 59 63 59 60 66 0 34 5
counters 10 original bp Oracle wand 1114819 5 586 562 1734 562 563 29232 0 1784 269
counters 10 original bp Oracle wand 1115776 4 49 45 91 45 46 2290 0 273 39
counters 10 original bp Oracle wand 1117099 3 525 1071 2149 1071 1072 21009 0 2946 621
counters 10 original bp Oracle wand 1121402 5 112 38 96 38 39 5003 0 636 31
counters 10 original bp Oracle wand 1121709 3 1502 4856 9931 4856 4857 78797 0 4316 2046
counters 10 original bp Oracle wand 1124210 2 3 131 154 131 132 62 0 21 6
counters 10 original bp Oracle wand 1129237 5 958 850 2606 850 851 39559 0 2232 630
counters 10 original bp Oracle wand 1133167 3 73 232 465 232 233 3324 0 440 147
counters 10 original bp Oracle wand 130510 3 7 47 95 47 48 215 0 70 25
counters 10 original bp Oracle wand 131843 2 2 24 27 24 25 16 0 15 2
counters 10 original bp Oracle wand 146187 5 37 19 60 19 20 1313 0 296 24
counters 10 original bp Oracle wand 148538 4 69 149 481 149 150 2523 0 372 101
counters 10 original bp Oracle wand 156493 3 81 337 700 337 338 2515 0 608 152
counters 10 original bp Oracle wand 168216 5 13 90 345 90 91 290 0 86 37
counters 10 original bp Oracle wand 182539 3 33 87 180 87 88 927 0 357 58
counters 10 original bp Oracle wand 183378 3 196 729 1458 729 730 11256 0 963 354
counters 10 original bp Oracle wand 19335 3 70 142 285 142 143 3024 0 434 76
counters 10 original bp Oracle wand 207786 5 664 245 646 245 246 28780 0 2703 245
counters 10 original bp Oracle wand 264014 5 776 255 893 255 256 41488 0 3070 292
counters 10 original bp Oracle wand 359349 4 3 21 45 21 22 88 0 31 8
counters 10 original bp Oracle wand 405717 4 18 94 285 94 95 422 0 159 79
counters 10 original bp Oracle wand 443396 3 103 65 130 65 66 3973 0 727 69
counters 10 original bp Oracle wand 451602 4 193 682 1380 682 683 8501 0 736 190
counters 10 original bp Oracle wand 47923 5 40 40 146 40 41 2192 0 220 25
counters 10 original bp Oracle wand 489204 4 296 1142 3471 1142 1143 10124 0 1425 681
counters 10 original bp Oracle wand 490595 3 36 173 349 173 174 1154 0 338 52
counters 10 original bp Oracle wand 527433 5 88 201 636 201 202 2987 0 493 118
counters 10 original bp Oracle wand 573724 4 1450 745 2250 745 746 69232 0 3860 956
counters 10 original bp Oracle wand 833860 5 1204 464 1298 464 465 61847 0 4353 610
counters 10 original bp Oracle wand 855410 3 8610 107871 215739 107871 107872 507335 0 16189 15792
counters 10 original bp Oracle wand 87181 4 24 170 576 170 171 884 0 141 79
counters 10 original bp Oracle wand 87452 3 229 982 1977 982 983 10235 0 1032 419
counters 10 original bp Oracle wand 915593 8 211 190 799 190 191 4938 0 1084 209
counters 10 original bp Oracle wand 962179 4 100 439 938 439 440 2711 0 698 153
counters 10 original bp Oracle block_max_wand 1037798 3 214 69 106 69 70 6742 341 704 51
counters 10 original bp Oracle block_max_wand 104861 4 321 95 168 95 96 10613 9993 471 91
counters 10 original bp Oracle block_max_wand 1063750 5 1298 68 108 68 69 38977 10017 2782 38
counters 10 original bp Oracle block_max_wand 1103812 5 1157 206 320 206 207 28040 16865 2011 126
counters 10 original bp Oracle block_max_wand 1106007 2 33 42 80 42 43 1592 0 196 33
counters 10 original bp Oracle block_max_wand 1110199 4 173 183 278 183 184 4969 298 430 71
counters 10 original bp Oracle block_max_wand 1112341 5 2047 277 422 277 278 62045 29754 4999 231
counters 10 original bp Oracle block_max_wand 1113437 4 1234 152 234 152 153 45202 17191 3335 130
counters 10 original bp Oracle block_max_wand 1114646 3 6 59 62 59 60 66 0 34 4
counters 10 original bp Oracle block_max_wand 1114819 5 678 58 117 58 59 17971 14737 986 43
counters 10 original bp Oracle block_max_wand 1115776 4 64 25 45 25 26 1868 221 130 18
counters 10 original bp Oracle block_max_wand 1117099 3 357 180 213 180 181 12203 6175 1233 58
counters 10 original bp Oracle block_max_wand 1121402 5 149 32 59 32 33 2871 2170 162 18
counters 10 original bp Oracle block_max_wand 1121709 3 1870 229 427 229 230 77512 35868 5052 328
counters 10 original bp Oracle block_max_wand 1124210 2 6 87 99 87 88 91 29 21 4
counters 10 original bp Oracle block_max_wand 1129237 5 1364 277 425 277 278 39408 15204 2605 184
counters 10 original bp Oracle block_max_wand 1133167 3 146 140 153 140 141 3977 844 697 24
counters 10 original bp Oracle block_max_wand 130510 3 11 47 65 47 48 215 0 70 14
counters 10 original bp Oracle block_max_wand 131843 2 4 24 27 24 25 16 0 15 2
counters 10 original bp Oracle block_max_wand 146187 5 35 16 48 16 17 644 299 140 20
counters 10 original bp Oracle block_max_wand 148538 4 84 89 164 89 90 2020 421 300 57
counters 10 original bp Oracle block_max_wand 156493 3 67 126 169 126 127 1741 766 324 36
counters 10 original bp Oracle block_max_wand 168216 5 30 90 243 90 91 379 2 101 27
counters 10 original bp Oracle block_max_wand 182539 3 35 71 102 71 72 743 184 242 20
counters 10 original bp Oracle block_max_wand 183378 3 84 83 102 83 84 2785 1939 251 30
counters 10 original bp Oracle block_max_wand 19335 3 96 131 177 131 132 2887 128 393 39
counters 10 original bp Oracle block_max_wand 207786 5 709 73 127 73 74 16719 9608 1267 65
counters 10 original bp Oracle block_max_wand 264014 5 622 98 183 98 99 14841 11122 1063 77
counters 10 original bp Oracle block_max_wand 359349 4 6 20 38 20 21 79 8 25 6
counters 10 original bp Oracle block_max_wand 405717 4 28 94 156 94 95 540 19 158 34
counters 10 original bp Oracle block_max_wand 443396 3 135 60 81 60 61 3791 134 707 36
counters 10 original bp Oracle block_max_wand 451602 4 248 206 250 206 207 8202 1940 738 76
counters 10 original bp Oracle block_max_wand 47923 5 80 29 87 29 30 2368 377 220 18
counters 10 original bp Oracle block_max_wand 489204 4 224 223 301 223 224 5830 2495 674 103
counters 10 original bp Oracle block_max_wand 490595 3 41 173 214 173 174 938 192 251 24
counters 10 original bp Oracle block_max_wand 527433 5 153 83 152 83 84 2948 594 465 45
counters 10 original bp Oracle block_max_wand 573724 4 1144 167 258 167 168 39560 21681 2207 129
counters 10 original bp Oracle block_max_wand 833860 5 1147 70 113 70 71 28777 22679 1750 61
counters 10 original bp Oracle block_max_wand 855410 3 1498 1242 1273 1242 1243 53622 48325 4629 351
counters 10 original bp Oracle block_max_wand 87181 4 53 119 208 119 120 1127 378 195 43
counters 10 original bp Oracle block_max_wand 87452 3 138 102 153 102 103 4943 2658 352 59
counters 10 original bp Oracle block_max_wand 915593 8 234 113 259 113 114 2092 681 648 65
counters 10 original bp Oracle block_max_wand 962179 4 123 154 197 154 155 2206 726 638 36
counters 10 original bp Oracle maxscore 1037798 3 120 15621 15708 61 0 0 0 350 179
counters 10 original bp Oracle maxscore 104861 4 226 39611 39969 58 0 0 0 449 373
counters 10 original bp Oracle maxscore 1063750 5 925 90532 94500 24 0 0 0 1797 1362
counters 10 original bp Oracle maxscore 1103812 5 809 57876 59687 63 0 0 0 2509 1038
counters 10 original bp Oracle maxscore 1106007 2 31 2499 2539 2449 0 0 0 195 40
counters 10 original bp Oracle maxscore 1110199 4 82 8908 9112 122 0 0 0 227 98
counters 10 original bp Oracle maxscore 1112341 5 1071 83943 88819 523 0 0 0 4475 2296
counters 10 original bp Oracle maxscore 1113437 4 532 51981 53028 519 0 0 0 1375 826
counters 10 original bp Oracle maxscore 1114646 3 3 60 62 51 0 0 0 32 4
counters 10 original bp Oracle maxscore 1114819 5 578 61891 63120 93 0 0 0 1189 684
counters 10 original bp Oracle maxscore 1115776 4 32 3513 3537 25 0 0 0 108 42
counters 10 original bp Oracle maxscore 1117099 3 197 15413 15691 238 0 0 0 1097 247
counters 10 original bp Oracle maxscore 1121402 5 36 4001 4052 19 0 0 0 179 42
counters 10 original bp Oracle maxscore 1121709 3 1186 114435 119412 3262 0 0 0 3711 2066
counters 10 original bp Oracle maxscore 1124210 2 2 132 146 100 0 0 0 20 5
counters 10 original bp Oracle maxscore 1129237 5 823 80935 88950 211 0 0 0 1687 1293
counters 10 original bp Oracle maxscore 1133167 3 54 3783 4013 156 0 0 0 372 157
counters 10 original bp Oracle maxscore 130510 3 6 197 244 43 0 0 0 58 26
counters 10 original bp Oracle maxscore 131843 2 2 25 27 24 0 0 0 15 2
counters 10 original bp Oracle maxscore 146187 5 13 656 779 15 0 0 0 109 40
counters 10 original bp Oracle maxscore 148538 4 33 2074 3324 70 0 0 0 150 99
counters 10 original bp Oracle maxscore 156493 3 32 1398 1558 102 0 0 0 294 68
counters 10 original bp Oracle maxscore 168216 5 8 352 592 22 0 0 0 50 29
counters 10 original bp Oracle maxscore 182539 3 14 406 474 64 0 0 0 172 37
counters 10 original bp Oracle maxscore 183378 3 85 14858 14911 888 0 0 0 299 145
counters 10 original bp Oracle maxscore 19335 3 34 1919 1977 453 0 0 0 254 45
counters 10 original bp Oracle maxscore 207786 5 715 62583 64107 71 0 0 0 1369 858
counters 10 original bp Oracle maxscore 264014 5 390 55574 56359 89 0 0 0 1232 637
counters 10 original bp Oracle maxscore 359349 4 2 39 60 18 0 0 0 21 6
counters 10 original bp Oracle maxscore 405717 4 13 194 412 92 0 0 0 145 83
counters 10 original bp Oracle maxscore 443396 3 62 2889 2929 758 0 0 0 513 58
counters 10 original bp Oracle maxscore 451602 4 219 28376 29100 595 0 0 0 640 358
counters 10 original bp Oracle maxscore 47923 5 40 3974 4378 25 0 0 0 78 65
counters 10 original bp Oracle maxscore 489204 4 146 7530 9879 54 0 0 0 842 542
counters 10 original bp Oracle maxscore 490595 3 18 603 775 172 0 0 0 216 49
counters 10 original bp Oracle maxscore 527433 5 37 2815 3693 40 0 0 0 132 76
counters 10 original bp Oracle maxscore 573724 4 748 92071 94338 180 0 0 0 2060 1229
counters 10 original bp Oracle maxscore 833860 5 1442 126275 128412 24 0 0 0 2544 1687
counters 10 original bp Oracle maxscore 855410 3 2342 543263 543540 2312 0 0 0 5652 4489
counters 10 original bp Oracle maxscore 87181 4 13 1222 1498 36 0 0 0 74 61
counters 10 original bp Oracle maxscore 87452 3 72 7599 7714 95 0 0 0 340 119
counters 10 original bp Oracle maxscore 915593 8 47 948 1549 24 0 0 0 399 160
counters 10 original bp Oracle maxscore 962179 4 41 1572 2035 133 0 0 0 393 129
counters 10 doct5query bp Oracle wand 1037798 3 124 133 381 133 134 7764 0 564 234
counters 10 doct5query bp Oracle wand 104861 4 261 230 731 230 231 13853 0 833 302
counters 10 doct5query bp Oracle wand 1063750 5 237 491 2455 491 492 8800 0 1187 675
counters 10 doct5query bp Oracle wand 1103812 5 251 381 1441 381 382 8445 0 1313 545
counters 10 doct5query bp Oracle wand 1106007 2 65 507 1014 507 508 2586 0 572 216
counters 10 doct5query bp Oracle wand 1110199 4 90 54 214 54 55 4473 0 445 136
